"The configuration file has changed. Run the ""app:config:import"" or the ""setup:upgrade"" command to synchronize the configuration.","Die Konfigurationsdatei hat sich geändert. Führen Sie den Befehl ""app:config:import"" oder den Befehl ""setup:upgrade"" aus, um die Konfiguration zu synchronisieren.",module,Magento_Deploy
The configuration item instance in options group is incorrect.,Die Konfigurationsartikelinstanz in der Optionengruppe ist inkorrekt.,module,Magento_Theme
The configuration item option instance in options group is incorrect.,Die Konfigurationsartikel-Optionsinstanz in der Optionengruppe ist inkorrekt.,module,Magento_Theme
"The configuration parameter ""formElement"" is a required for ""' . . '"" field.","Der Konfigurationsparameter ""formelement"" ist für das Feld ""' . . '"" erforderlich.",module,Magento_Theme
"The configuration parameter ""formElement"" is a required for ""' '"" field.","Der Einstellungsparameter ""formElement"" ist eine Vorraussetzung für das""' '"" Feld.",module,Magento_Theme
"The configuration parameter ""formElement"" is a required for ""%1"" field.","Der Konfigurationsparameter ""formElement"" ist für ""%1"" Feld erforderlich.",module,Magento_Ui
The confirmation request has been sent.,Die Bestätigungsanfrage wurde gesendet.,module,Magento_Theme
The confirmation token is invalid. Verify the token and try again.,Das Bestätigungs-Token ist ungültig. Überprüfen Sie das Token und versuchen Sie es erneut.,module,Magento_Customer
The consumer isn't authorized to access %resources.,"Der Verbraucher ist nicht berechtigt, auf %resources zuzugreifen.",module,Magento_Webapi
the country for your address is not allowed for this store,das Land für Ihre Adresse ist für diesen Shop nicht erlaubt.,module,Amazon_Payment
The country isn't available.,Das Land ist nicht verfügbar.,module,Magento_Directory
"The coupon code ""%1"" is not valid.","Der Gutscheincode ""%1"" ist ungültig.",module,Magento_Theme
The coupon code couldn't be applied. Verify the coupon code and try again.,Der Gutscheincode konnte nicht angewendet werden. Überprüfen Sie den Gutscheincode und versuchen Sie es erneut.,module,Magento_Quote
The coupon code couldn't be deleted. Verify the coupon code and try again.,Der Gutscheincode konnte nicht gelöscht werden. Überprüfen Sie den Gutscheincode und versuchen Sie es erneut.,module,Magento_Quote
The coupon code has been accepted.,Der Gutscheincode wurde akzeptiert.,module,Magento_Theme
The coupon code isn't valid. Verify the code and try again.,Der Gutscheincode ist nicht gültig. Überprüfen Sie den Code und versuchen Sie es erneut.,module,Magento_Quote
The credit card number doesn't match the credit card type.,Die Kreditkartennummer entspricht nicht dem Kreditkartentyp.,module,Magento_Theme
The credit memo couldn't be deleted.,Die Gutschrift konnte nicht gelöscht werden.,module,Magento_Sales
The credit memo couldn't be saved.,Die Gutschrift konnte nicht gespeichert werden.,module,Magento_Sales
The credit memo email was sent.,Die Gutschrift-E-Mail wurde versandt.,module,Magento_Theme
The credit memo email wasn't sent.,Die Gutschrift-E-Mail wurde nicht versandt.,module,Magento_Theme
The credit memo has been canceled.,Die Gutschrift wurde abgebrochen.,module,Magento_Theme
The credit memo has been created automatically.,Die Gutschrift wurde automatisch erstellt.,module,Magento_Theme
The credit memo's total must be positive.,Der Gutschriften-Gesamtbetrag muss positiv sein.,module,Magento_Theme
The creditmemo contains incorrect product items.,Die Gutschrift enthält falsche Produktpositionen.,module,Magento_Sales
The creditmemo contains product item that is not part of the original order.,"Die Gutschrift enthält einen Produktartikel, der kein Bestandteil der ursprünglichen Bestellung ist.",module,Magento_Sales
"The creditmemo contains product SKU ""%1"" that is not part of the original order.","Die Gutschrift enthält Produkt SKU ""%1"", der kein Bestandteil der ursprünglichen Bestellung ist.",module,Magento_Sales
The CSS file must be less than %1M.,Die CSS-Datei muss kleiner als %1M sein.,module,Magento_Theme
The currency selected is not supported by Amazon Pay,Die gewählte Währung wird von Amazon Pay nicht unterstützt.,module,Amazon_Payment
The currency selected is not supported by Amazon Pay.,Die gewählte Währung wird von Amazon Pay nicht unterstützt.,module,Amazon_Payment
The current customer isn't authorized.,Der aktuelle Kunde ist nicht berechtigt.,module,Magento_CustomerGraphQl
The current module EAV entity is undefined.,Die EAV-Entity des Moduls ist nicht definiert,module,Magento_Theme
The current module form model pathname is undefined.,Der aktuelle Pfadname des Form-Moduls ist nicht definiert.,module,Magento_Theme
The current module pathname is undefined.,Der Pfadname des Moduls ist nicht definiert,module,Magento_Theme
The current module XML block name is undefined.,Der Name des aktuellen XML-Blockes ist nicht definiert.,module,Magento_Theme
"The current user cannot perform operations on cart ""%masked_cart_id""","Der aktuelle Benutzer kann keine Operationen im Warenkorb ""%masked_cart_id"" durchführen.",module,Magento_QuoteGraphQl
The current user cannot perform operations on wishlist,Der aktuelle Benutzer kann keine Aktionen auf der Wunschliste durchführen.,module,Magento_WishlistGraphQl
"The current user cannot use address with ID ""%address_id""","Der aktuelle Benutzer kann keine Adresse mit der ID ""%address_id"" verwenden.",module,Magento_QuoteGraphQl
The custom option couldn't be removed.,Die benutzerdefinierte Option konnte nicht entfernt werden.,module,Magento_Catalog
The customer address is not valid.,Die Kundenadresse ist ungültig.,module,Magento_Theme
The customer can't be assigned to the cart because the cart isn't anonymous.,"Der Kunde kann dem Warenkorb nicht zugeordnet werden, da der Warenkorb nicht anonym ist.",module,Magento_Quote
The customer can't be assigned to the cart because the customer already has an active cart.,"Der Kunde kann dem Warenkorb nicht zugeordnet werden, da der Kunde bereits einen aktiven Warenkorb hat.",module,Magento_Quote
The customer can't be assigned to the cart. The cart belongs to a different store.,Der Kunde kann dem Warenkorb nicht zugeordnet werden. Der Warenkorb gehört zu einem anderen Geschäft.,module,Magento_Quote
The customer does not have default billing address,Der Kunde hat keine Standard-Rechnungsadresse.,module,Magento_Customer
The customer does not have default billing address.,Der Kunde hat keine Standard-Rechnungsadresse.,module,Magento_Theme
The customer does not have default shipping address,Der Kunde hat keine Standard-Lieferadresse.,module,Magento_Customer
The customer earned %1 for this order.,Der Kunde verdiente %1 für diese Bestellung.,module,Magento_Theme
The customer email is missing. Enter and try again.,Die Kunden-E-Mail fehlt. Bitte geben Sie sie ein und versuchen es erneut.,module,Magento_Customer
The customer group no longer exists.,Die Kundengruppe ist nicht mehr vorhanden.,module,Magento_Theme
The customer ID is not set.,Es ist keine Kunden-ID festgelegt.,module,Magento_Theme
The customer ID isn't defined.,Die Kundennummer ist nicht definiert.,module,Magento_Customer
The customer is now assigned to Customer Group %s.,Der Kunde ist jetzt der Kundengruppe %s zugewiesen.,module,Magento_Theme
The Customer Segment data has been refreshed.,Die Daten des Kunden Abschnitts wurden aktualisiert.,module,Magento_Theme
The customer will receive an email with a link to reset password.,Der Kunde wird eine E-Mail mit einem Link für die Zurücksetzung des Passworts erhalten.,module,Magento_Theme
The customer would belong to Customer Group %s.,Der Kunde würde zur Kundengruppe %s gehören.,module,Magento_Theme
The data is invalid. Enter the data as a string and try again.,Die Daten sind ungültig. Geben Sie die Daten als Zeichenkette ein und versuchen Sie es erneut.,module,Magento_Analytics
The data is invalid. Enter the data as a string or data that can be converted into a string and try again.,"Die Daten sind ungültig. Geben Sie die Daten als Zeichenkette oder Daten ein, die in eine Zeichenkette umgewandelt werden können, und versuchen Sie es erneut.",module,Magento_Analytics
The data is invalid. Use a valid cipher method and try again.,Die Daten sind ungültig. Verwenden Sie eine gültige Verschlüsselungsmethode und versuchen Sie es erneut.,module,Magento_Analytics
The data was invalid. Verify the data and try again.,Die Daten waren ungültig. Überprüfen Sie die Daten und versuchen Sie es erneut.,module,Magento_Catalog
The database was backed up.,Die Datenbank wurde gesichert.,module,Magento_Theme
The date is not within the specified range.,Das Datum liegt nicht innerhalb des angegebenen Bereichs.,module,Magento_Ui
The Date of Birth should not be greater than today.,Das Geburtsdatum sollte nicht größer als heute sein.,module,Magento_Customer
The Date of Birth should not be greater than today.,Das Geburtsdatum sollte nicht größer als heute sein.,module,Magento_Ui
The date range for this design change overlaps another design change for the specified store.,Der Zeitraum für diese Designänderung und eine andere Designänderung für den angegebenen Shop überlappen sich.,module,Magento_Theme
The default attribute set can't be deleted.,Das Standardattribut-Set kann nicht gelöscht werden.,module,Magento_Eav
The default date is invalid. Verify the date and try again.,Das Standarddatum ist ungültig. Überprüfen Sie das Datum und versuchen Sie es erneut.,module,Magento_Eav
The default decimal value is invalid. Verify the value and try again.,Der voreingestellte Dezimalwert ist ungültig. Überprüfen Sie den Wert und versuchen Sie es erneut.,module,Magento_Eav
The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,"Die Standardanzahl der Child-Genehmigungen in Ihrem PayPal-Konto ist 1. Um mehrere Genehmigungen auszuführen, wenden Sie sich an PayPal, um eine Erhöhung zu beantragen.",module,Magento_Theme
The default option isn't defined. Set the option and try again.,Die Standardoption ist nicht definiert. Setzen Sie die Option und versuchen Sie es erneut.,module,Magento_Eav
The Default Source must be enabled. A default source is required for single source merchants and product migration.,Die Standardquelle muss aktiviert sein. Für Single-Source-Händler und Produktmigrationen ist eine Standardquelle erforderlich.,module,Magento_InventoryCatalogAdminUi
The default store cannot be disabled,Der Standard Store kann nicht deaktiviert werden.,module,Magento_Backend
The default website is invalid. Make sure no more than one default is defined and try again.,"Die Standard-Website ist ungültig. Stellen Sie sicher, dass nicht mehr als ein Standard definiert ist und versuchen Sie es erneut.",module,Magento_Store
The default website isn't defined. Set the website and try again.,Die Standardwebsite ist nicht definiert. Stellen Sie die Website ein und versuchen Sie es erneut.,module,Magento_Store
The design config needs an area and a store. Verify that both are set and try again.,"Die Design-Konfiguration benötigt einen Bereich und eine Filiale. Vergewissern Sie sich, dass beide eingestellt sind und versuchen Sie es erneut.",module,Magento_Email
The destination directory is not writable.,Das Zielverzeichnis ist nicht beschreibbar.,module,Magento_Theme
The destination file path must be a string.,Der Zieldateipfad muss ein String sein.,module,Magento_Theme
"The directory ""%1"" cannot be deleted %2","Das Verzeichnis ""%1"" kann nicht gelöscht werden %2",module,Magento_Theme
"The directory ""%1"" is not writable.","Das Verzeichnis ""%1"" ist nicht beschreibbar.",module,Magento_Theme
The directory %1 is not writable by server.,Das Verzeichnis %1 kann nicht vom Server beschrieben werden.,module,Magento_Theme
The downloadable link isn't related to the product. Verify the link and try again.,Der herunterladbare Link ist nicht mit dem Produkt verbunden. Überprüfen Sie den Link und versuchen Sie es erneut.,module,Magento_Downloadable
The downloadable sample isn't related to the product. Verify the link and try again.,Das herunterladbare Beispiel bezieht sich nicht auf das Produkt. Überprüfen Sie den Link und versuchen Sie es erneut.,module,Magento_Downloadable
The EAV attribute is invalid. Verify the attribute and try again.,Das EAV-Attribut ist ungültig. Überprüfen Sie das Attribut und versuchen Sie es erneut.,module,Magento_Eav
The element '%1' already a child of '%2',"Das Element ""%1"" ist bereits ein Kind von ""%2""",module,Magento_Theme
The element '%1' already has a child with alias '%2',"Das Element ""%1"" hat bereits ein Kind :""%2""",module,Magento_Theme
The element '%1' already has a parent: '%2',"Das Element %1 hat bereits ein Elternteil: ""%2""",module,Magento_Theme
the email address for your Amazon account is invalid,die E-Mail-Adresse für dein Amazon-Konto ist ungültig.,module,Amazon_Login
The email address is incorrect. Verify the email address and try again.,Die E-Mail-Adresse ist falsch. Überprüfen Sie die E-Mail-Adresse und versuchen Sie es erneut.,module,Magento_Customer
